doodID,category,tilesets,tilesetSpecific,file,comment,Name,doodClass,soundLoop,selSize,defScale,minScale,maxScale,canPlaceRandScale,useClickHelper,ignoreModelClick,maxPitch,maxRoll,visRadius,walkable,numVar,onCliffs,onWater,floats,shadow,showInFog,animInFog,fixedRot,pathTex,showInMM,useMMColor,MMRed,MMGreen,MMBlue,vertR01,vertG01,vertB01,vertR02,vertG02,vertB02,vertR03,vertG03,vertB03,vertR04,vertG04,vertB04,vertR05,vertG05,vertB05,vertR06,vertG06,vertB06,vertR07,vertG07,vertB07,vertR08,vertG08,vertB08,vertR09,vertG09,vertB09,vertR10,vertG10,vertB10,UserList,InBeta,version
LPcw,E,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Plants\CornWheatScorched\CornWheatScorched,Scorched Grain,WESTRING_DOOD_LPCW,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,2,1,1,0,0,1,0,-1,none,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOar,O,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Props\ArcheryRange\ArcheryRange,Archery Target,WESTRING_DOOD_LOAR,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOam,O,*,0,Doodads\LordaeronSummer\Props\ArmorRack\ArmorRack,Armor Rack,WESTRING_DOOD_LOAM,_,_,0,1,0.8,2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOh1,O,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Props\BannerHuman\BannerHuman,Human Banner,WESTRING_DOOD_LOH1,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,2,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOo1,O,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Props\BannerOrc\BannerOrc,Orc Banner,WESTRING_DOOD_LOO1,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,2,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOo2,O,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Props\TutorialOrcBanner\TutorialOrcBanner,Tutorial Orc Banner,WESTRING_DOOD_LOO2,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,none,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LObr,O,*,0,Doodads\LordaeronSummer\Props\Brazier\Brazier,Brazier,WESTRING_DOOD_LOBR,_,LordSumBrazierLoop,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LObz,O,*,0,Doodads\LordaeronSummer\Props\brazieromni\brazieromni,Glowing Brazier,WESTRING_DOOD_LOBZ,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOce,O,*,0,Doodads\LordaeronSummer\Props\CageEmpty\CageEmpty,Empty Cage,WESTRING_DOOD_LOCE,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOca,O,*,0,Doodads\LordaeronSummer\Props\CauldronWithHeads\CauldronWithHeads,Cauldron with Heads,WESTRING_DOOD_LOCA,_,CauldronLoop,0,1.2,1,1.4,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOct,O,*,0,Doodads\LordaeronSummer\Props\CageTrashed\CageTrashed,Empty Cage,WESTRING_DOOD_LOCT,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOfl,O,*,0,Doodads\LordaeronSummer\Props\Flies\Flies,Flies,WESTRING_DOOD_LOFL,_,FliesLoop,0,1,0.8,1.2,1,1,0,-,-,50,0,1,1,1,0,0,0,0,-1,none,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOgr,O,*,0,Doodads\LordaeronSummer\Props\Grave\Grave,Grave,WESTRING_DOOD_LOGR,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOhb,O,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Props\Hay\Hay,Hay,WESTRING_DOOD_LOHB,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,5,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOch,O,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Props\HayCart\HayCart,Hay Cart,WESTRING_DOOD_LOCH,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOcb,O,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Props\HayCartbroken\HayCartbroken,Broken Hay Cart,WESTRING_DOOD_LOCB,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOrc,O,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Props\RottenHayCart\RottenHayCart,Hay Cart Infected,WESTRING_DOOD_LORC,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOxx,O,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Props\RottenHayCartbroken\RottenHayCartbroken,Broken Hay Cart Infected,WESTRING_DOOD_LOXX,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOhc,O,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Props\HayClump\HayClump,Hay Clump,WESTRING_DOOD_LOHC,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,none,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOsh,O,*,0,Doodads\LordaeronSummer\Props\HeadOnSpear\HeadOnSpear,Head on Spear,WESTRING_DOOD_LOSH,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,3,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOhp,O,*,0,Doodads\LordaeronSummer\Props\HitchingPost\HitchingPost,Hitching Post,WESTRING_DOOD_LOHP,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOic,O,*,0,Doodads\LordaeronSummer\Props\ImpaledBody\ImpaledBody,Impaled Corpse,WESTRING_DOOD_LOIC,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,2,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOlp,O,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Props\LanternPost\LanternPost,Lantern Post,WESTRING_DOOD_LOLP,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,2,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOpg,O,*,0,Doodads\LordaeronSummer\Props\PeasantGrave\PeasantGrave,Peasant Grave,WESTRING_DOOD_LOPG,_,_,0,1,0.8,1.1,1,0,0,-,-,50,0,3,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOrb,O,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Props\RibBones\RibBones,Rib Bones,WESTRING_DOOD_LORB,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,4,1,1,0,1,1,0,-1,none,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOrh,O,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Props\RottenHay\RottenHay,Hay (Infected),WESTRING_DOOD_LORH,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,5,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOsp,O,*,0,Doodads\LordaeronSummer\Props\SignPost\SignPost,Sign Post,WESTRING_DOOD_LOSP,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,0,1,0,-1,none,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOsc,O,*,0,Doodads\LordaeronSummer\Props\SittingCorpse\SittingCorpse,Sitting Corpse,WESTRING_DOOD_LOSC,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,0,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOss,O,*,0,Doodads\LordaeronSummer\Props\SkullonStick\SkullonStick,Skulls on Stick,WESTRING_DOOD_LOSS,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,6,1,1,0,0,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOsk,O,*,0,Doodads\LordaeronSummer\Props\SkullPile\SkullPile,Skull Pile,WESTRING_DOOD_LOSK,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,4,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOsm,Z,*,0,Doodads\LordaeronSummer\Props\SmokeSmudge\SmokeSmudge,Smoke Smudge,WESTRING_DOOD_LOSM,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,3,1,1,0,0,0,0,-1,none,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOsw,O,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Props\RubbleStoneWall\RubbleStoneWall,Stone Wall,WESTRING_DOOD_LOSW,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOth,O,*,0,Doodads\LordaeronSummer\Props\TorchHuman\TorchHuman,Torch,WESTRING_DOOD_LOTH,_,LordSumHumanTorchLoop,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,none,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOtz,O,*,0,Doodads\LordaeronSummer\Props\TorchHumanOmni\TorchHumanOmni,Glowing Torch,WESTRING_DOOD_LOTZ,_,LordSumHumanTorchLoop,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,none,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOt1,O,*,0,Doodads\LordaeronSummer\Props\Trash1\Trash1,Trash,WESTRING_DOOD_LOT1,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOtr,O,*,0,Doodads\LordaeronSummer\Props\Trough\Trough,Trough,WESTRING_DOOD_LOTR,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,2,1,1,0,1,1,0,-1,PathTextures\4x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOwb,O,*,0,Doodads\LordaeronSummer\Props\WheelBarrel\WheelBarrel,Wheelbarrel,WESTRING_DOOD_LOWB,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOwr,O,*,0,Doodads\LordaeronSummer\Props\WheelBarrelBroken\WheelBarrelBroken,Broken Wheelbarrel,WESTRING_DOOD_LOWR,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LOwp,O,*,0,Doodads\LordaeronSummer\Props\Weapons\Weapons,Weapon Rack,WESTRING_DOOD_LOWP,_,_,0,1,0.8,2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LRrk,E,"L,F,W,Y,X,V,Q,J",0,Doodads\LordaeronSummer\Rocks\Lords_Rock\Lords_Rock,Rocks,WESTRING_DOOD_NRRK,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,10,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LSba,S,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Structures\Barn\Barn,Barn,WESTRING_DOOD_LSBA,_,_,0,1,0.8,1.05,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityBuilding0-2.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LSeb,S,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Structures\ElvenVillageBuilding\ElvenVillageBuilding,Elven Building,WESTRING_DOOD_LSEB,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,2,0,0,0,1,1,0,-1,PathTextures\6x6Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LSsb,S,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Structures\BarnScorched\BarnScorched,Scorched Barn,WESTRING_DOOD_LSSB,_,_,0,1,0.9,1.1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityBuilding0-2.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LSsf,S,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Structures\FarmScorched\FarmScorched,Scorched Farm,WESTRING_DOOD_LSSF,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\6x6Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LSgr,S,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Structures\Granary\Granary,Granary,WESTRING_DOOD_LSGR,_,_,0,1,0.8,1.05,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\8x6Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LSgs,S,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Structures\GranaryBurned\GranaryBurned,Scorched Granary,WESTRING_DOOD_LSGS,_,_,0,1,0.9,1.1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\8x6Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LSin,S,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Structures\Inn\Inn,Inn,WESTRING_DOOD_LSIN,_,_,0,1,0.9,1.1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityBuilding0-2.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LSra,S,"L,F,W,Y,X,V,Q,J",0,Doodads\LordaeronSummer\Structures\LRockArch\LRockArch,Rock Archway,WESTRING_DOOD_LSRA,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityArch.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LSr1,S,"L,F,W,Y,X,V,Q,J",0,Doodads\LordaeronSummer\Structures\LRockArch45\LRockArch45,Angled Rock Archway,WESTRING_DOOD_LSR1,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityArch45.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LSsi,S,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Structures\InnScorched\InnScorched,Scorched Inn,WESTRING_DOOD_LSSI,_,_,0,1,0.9,1.1,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\CityBuilding0-2.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LSst,S,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Structures\TowerScorched\TowerScorched,Scorched Tower,WESTRING_DOOD_LSST,_,_,0,1,1,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x6Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LSwl,S,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Structures\well\well,Well,WESTRING_DOOD_LSWL,_,_,0,1,1,1.4,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LSwb,S,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Structures\WindMillBurned\WindMillBurned,Burned Wind Mill,WESTRING_DOOD_LSWB,_,_,0,1,1,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\6x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
LSwm,S,"L,F,W,V,Q",0,Doodads\LordaeronSummer\Structures\WindMill\WindMill,Wind Mill,WESTRING_DOOD_LSWM,_,WindMillLoop,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\6x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NObc,O,N,0,Doodads\Northrend\Props\NorthrendBrokenColumn\NorthrendBrokenColumn,Broken Column,WESTRING_DOOD_NOBC,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,2,1,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NObk,O,N,0,Doodads\Northrend\Props\NorthrendBrokenObilisk\NorthrendBrokenObilisk,Broken Obelisk,WESTRING_DOOD_NOBK,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,0,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NObo,O,"N,I",0,Doodads\Northrend\Props\North_Bones\North_Bones,Bones,WESTRING_DOOD_BOBO,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,10,1,1,0,0,1,0,-1,PathTextures\4x4Unbuildable.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NOfl,O,"N,I",0,Doodads\Northrend\Props\NorthrendFenceStraight\NorthrendFenceStraight,Fence,WESTRING_DOOD_NOFL,_,_,0,1,1.2,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\8x2Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NOal,O,"N,I",0,Doodads\Northrend\Props\NorthrendFenceAngled\NorthrendFenceAngled,Angled Fence,WESTRING_DOOD_NOAL,_,_,0,1,1.2,1.2,1,0,0,-,-,50,0,1,1,1,0,1,1,0,-1,PathTextures\Fence45.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NOgv,O,N,0,Doodads\Northrend\Props\NorthrendGrave\NorthrendGrave,Stone Grave,WESTRING_DOOD_NOGV,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,0,0,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NOok,O,N,0,Doodads\Northrend\Props\NorthrendObilisk\NorthrendObilisk,Obelisk,WESTRING_DOOD_AOOB,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,0,1,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NOtb,O,N,0,Doodads\Northrend\Props\NorthrendTombstone\NorthrendTombstone,Tombstone,WESTRING_DOOD_NOTB,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,3,0,0,0,1,1,0,-1,PathTextures\4x4Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWfb,W,*,0,Doodads\Northrend\Water\FloatingBox\FloatingBox,Floating Box,WESTRING_DOOD_NOFB,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,1,0,0,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWfp,W,*,0,Doodads\Northrend\Water\FloatingPlank\FloatingPlank,Floating Plank,WESTRING_DOOD_NWFP,_,_,0,1,0.8,1.2,1,0,0,-,-,50,0,1,1,1,1,0,0,0,-1,PathTextures\2x2Default.tga,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWf1,W,"N,I",0,Doodads\Northrend\Water\North_IceFloe\North_IceFloe,IceFloe,WESTRING_DOOD_NWF1,_,_,0,1,0.8,1.2,1,0,0,-,-,50,1,1,0,1,1,1,1,0,-1,PathTextures\8x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
NWf2,W,"N,I",0,Doodads\Northrend\Water\North_IceFloe2\North_IceFloe2,IceFloe,WESTRING_DOOD_NWF1,_,_,0,1,0.8,1.2,1,0,0,-,-,50,1,1,0,1,1,1,1,0,-1,PathTextures\8x8Default.tga,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,,1,0
